,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
63,0.456,0.47,2,-9.564,1,0.0294,0.513,3.76e-05,0.444,0.639,120.336,audio_features,2HCaIYjkvWSZzaSKUoOh3d,spotify:track:2HCaIYjkvWSZzaSKUoOh3d,https://api.spotify.com/v1/tracks/2HCaIYjkvWSZzaSKUoOh3d,https://api.spotify.com/v1/audio-analysis/2HCaIYjkvWSZzaSKUoOh3d,149467,4
64,0.622,0.239,5,-18.982,0,0.0447,0.859,0.051,0.109,0.737,79.674,audio_features,3iltRlox3jEeSKuqdW88EK,spotify:track:3iltRlox3jEeSKuqdW88EK,https://api.spotify.com/v1/tracks/3iltRlox3jEeSKuqdW88EK,https://api.spotify.com/v1/audio-analysis/3iltRlox3jEeSKuqdW88EK,172867,4
65,0.421,0.751,9,-9.584,1,0.0472,0.2,0.0,0.17,0.789,89.839,audio_features,6ToM0uwxtPKo9CMpbPGYvM,spotify:track:6ToM0uwxtPKo9CMpbPGYvM,https://api.spotify.com/v1/tracks/6ToM0uwxtPKo9CMpbPGYvM,https://api.spotify.com/v1/audio-analysis/6ToM0uwxtPKo9CMpbPGYvM,145867,4
66,0.339,0.208,0,-16.725,1,0.0308,0.396,0.000519,0.18,0.288,98.54,audio_features,2qhASBzpbFhPRtrnZ5lLnz,spotify:track:2qhASBzpbFhPRtrnZ5lLnz,https://api.spotify.com/v1/tracks/2qhASBzpbFhPRtrnZ5lLnz,https://api.spotify.com/v1/audio-analysis/2qhASBzpbFhPRtrnZ5lLnz,218013,3
67,0.369,0.305,1,-14.303,1,0.0267,0.522,0.0,0.0579,0.376,94.791,audio_features,6AeyHqzNHJthYJbn0tvJ4b,spotify:track:6AeyHqzNHJthYJbn0tvJ4b,https://api.spotify.com/v1/tracks/6AeyHqzNHJthYJbn0tvJ4b,https://api.spotify.com/v1/audio-analysis/6AeyHqzNHJthYJbn0tvJ4b,226453,4
68,0.413,0.313,7,-13.138,1,0.0519,0.791,1.5e-06,0.0727,0.349,92.515,audio_features,27hhIs2fp6w06N5zx4Eaa5,spotify:track:27hhIs2fp6w06N5zx4Eaa5,https://api.spotify.com/v1/tracks/27hhIs2fp6w06N5zx4Eaa5,https://api.spotify.com/v1/audio-analysis/27hhIs2fp6w06N5zx4Eaa5,194427,4
69,0.572,0.418,0,-10.738,1,0.0349,0.635,0.0,0.0961,0.694,104.566,audio_features,745H5CctFr12Mo7cqa1BMH,spotify:track:745H5CctFr12Mo7cqa1BMH,https://api.spotify.com/v1/tracks/745H5CctFr12Mo7cqa1BMH,https://api.spotify.com/v1/audio-analysis/745H5CctFr12Mo7cqa1BMH,165000,4
70,0.63,0.711,10,-9.34,1,0.0472,0.299,0.0,0.0813,0.659,96.912,audio_features,1OppEieGNdItZbE14gLBEv,spotify:track:1OppEieGNdItZbE14gLBEv,https://api.spotify.com/v1/tracks/1OppEieGNdItZbE14gLBEv,https://api.spotify.com/v1/audio-analysis/1OppEieGNdItZbE14gLBEv,167933,4
71,0.516,0.15,1,-20.41,1,0.0272,0.13,0.0755,0.122,0.205,97.398,audio_features,51FpzuGkRYXFgsE2zXt9av,spotify:track:51FpzuGkRYXFgsE2zXt9av,https://api.spotify.com/v1/tracks/51FpzuGkRYXFgsE2zXt9av,https://api.spotify.com/v1/audio-analysis/51FpzuGkRYXFgsE2zXt9av,173867,3
72,0.592,0.834,2,-11.565,1,0.0334,0.322,0.0,0.364,0.809,130.967,audio_features,23xk9Rf7oIHVUU1JvmXYFn,spotify:track:23xk9Rf7oIHVUU1JvmXYFn,https://api.spotify.com/v1/tracks/23xk9Rf7oIHVUU1JvmXYFn,https://api.spotify.com/v1/audio-analysis/23xk9Rf7oIHVUU1JvmXYFn,174133,4
73,0.626,0.565,9,-10.027,1,0.0271,0.124,0.0,0.0811,0.924,116.61,audio_features,6tunhVGD8C05MZNjSVIsjw,spotify:track:6tunhVGD8C05MZNjSVIsjw,https://api.spotify.com/v1/tracks/6tunhVGD8C05MZNjSVIsjw,https://api.spotify.com/v1/audio-analysis/6tunhVGD8C05MZNjSVIsjw,233507,4
74,0.575,0.843,2,-5.931,1,0.0584,0.239,5.16e-06,0.0764,0.858,128.169,audio_features,6lazLV13sV8VNGJTjL4Zeu,spotify:track:6lazLV13sV8VNGJTjL4Zeu,https://api.spotify.com/v1/tracks/6lazLV13sV8VNGJTjL4Zeu,https://api.spotify.com/v1/audio-analysis/6lazLV13sV8VNGJTjL4Zeu,176600,4
75,0.43,0.463,2,-10.96,1,0.0442,0.303,5.84e-05,0.152,0.66,93.405,audio_features,1IqFh00G2kvvMm8pRMpehA,spotify:track:1IqFh00G2kvvMm8pRMpehA,https://api.spotify.com/v1/tracks/1IqFh00G2kvvMm8pRMpehA,https://api.spotify.com/v1/audio-analysis/1IqFh00G2kvvMm8pRMpehA,271333,4
76,0.375,0.448,9,-14.06,1,0.0264,0.106,5.55e-05,0.141,0.564,88.371,audio_features,62nYkaIBesfvQSSwTjPnYS,spotify:track:62nYkaIBesfvQSSwTjPnYS,https://api.spotify.com/v1/tracks/62nYkaIBesfvQSSwTjPnYS,https://api.spotify.com/v1/audio-analysis/62nYkaIBesfvQSSwTjPnYS,171507,4
